typeId,groupId,typeName,mass,volume,capacity,portionSize,raceId,basePrice,published,marketGroupId,iconId,soundId,graphicId
41334,374,"Gleam XL",1,1,0,1,"None","None",1,2257,1131,"None",1131
41335,726,"Gleam XL Blueprint",0,0.01,0,1,"None",40000000.0000,1,"None",1131,"None",1131
41336,374,"Aurora XL",1,1,0,1,"None","None",1,2257,1145,"None",1145
41337,726,"Aurora XL Blueprint",0,0.01,0,1,"None",30000000.0000,1,"None",1145,"None",1145
41338,961,"Emergent Retainer",1910000,19100,120,1,64,"None",0,"None","None",12,3528
41339,323,"Small CONCORD Billboard",100,1,1000,1,"None","None",0,"None","None","None",2046
41340,323,"Medium CONCORD Billboard",100,1,1000,1,"None","None",0,"None","None","None",21333
41341,323,"Large CONCORD Billboard",100,1,1000,1,"None","None",0,"None","None","None",21334
41342,1704,"ECM Jammer Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41343,1704,"Stasis Webifier Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41344,1704,"Energy Neutralizer Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41345,1704,"Target Painter Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41346,1704,"Tracking Disruption Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41347,1704,"Guidance Disruptor Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41348,1704,"Sensor Dampener Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41349,1704,"Warp Disrupt Burst",0,0,0,1,"None","None",0,"None","None",20234,21270
41350,842,"Superweapon_AOEECM",5000,4000,0,1,"None",51000000.0000,0,678,3299,"None",0
41351,1145,"Cyclops II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3818
41352,1145,"Malleus II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3825
41353,1145,"Mantis II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3819
41354,1145,"Tyrfing II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3831
41355,1145,"Ametat I Blueprint",0,0.01,0,1,"None",300000000.0000,1,1313,"None","None",3825
41356,1145,"Ametat II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3825
41361,1145,"Termite I Blueprint",0,0.01,0,1,"None",300000000.0000,1,1313,"None","None",3819
41362,1145,"Termite II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3819
41363,1145,"Antaeus I Blueprint",0,0.01,0,1,"None",300000000.0000,1,1313,"None","None",3818
41364,1145,"Antaeus II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3818
41365,1145,"Gungnir I Blueprint",0,0.01,0,1,"None",300000000.0000,1,1313,"None","None",3831
41366,1145,"Gungnir II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",3831
41367,1679,"Cenobite I Blueprint",0,0.01,0,1,"None",300000000.0000,1,2238,"None","None",2899
41368,1679,"Cenobite II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",2899
41369,1679,"Scarab I Blueprint",0,0.01,0,1,"None",300000000.0000,1,2238,"None","None",2975
41370,1679,"Scarab II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",2975
41371,1679,"Siren I Blueprint",0,0.01,0,1,"None",300000000.0000,1,2238,"None","None",2972
41372,1679,"Siren II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",2972
41373,1679,"Dromi I Blueprint",0,0.01,0,1,"None",300000000.0000,1,2238,"None","None",2973
41374,1679,"Dromi II Blueprint",0,0.01,0,1,"None",300000000.0000,1,"None","None","None",2973
41375,1146,"Templar II Blueprint",0,0.01,0,1,"None",200473400.0000,1,"None","None","None",2899
41376,1146,"Equite I Blueprint",0,0.01,0,1,"None",200473400.0000,1,1028,"None","None",2899
41377,1146,"Equite II Blueprint",0,0.01,0,1,"None",200473400.0000,1,"None","None","None",2899
41378,1146,"Dragonfly II Blueprint",0,0.01,0,1,"None",203363320.0000,1,"None","None","None",2975
41379,1146,"Locust I Blueprint",0,0.01,0,1,"None",203363320.0000,1,1028,"None","None",2975
41380,1146,"Locust II Blueprint",0,0.01,0,1,"None",203363320.0000,1,"None","None","None",2975
41381,1146,"Firbolg II Blueprint",0,0.01,0,1,"None",213949920.0000,1,"None","None","None",2972
41382,1146,"Satyr I Blueprint",0,0.01,0,1,"None",213949920.0000,1,1028,"None","None",2972
41383,1146,"Satyr II Blueprint",0,0.01,0,1,"None",213949920.0000,1,"None","None","None",2972
41384,1146,"Einherji II Blueprint",0,0.01,0,1,"None",200013400.0000,1,"None","None","None",2973
41385,1146,"Gram I Blueprint",0,0.01,0,1,"None",200013400.0000,1,1028,"None","None",2973
41386,1146,"Gram II Blueprint",0,0.01,0,1,"None",200013400.0000,1,"None","None","None",2973
41388,1703,"Sensor Dampening Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21607,"None",0
41389,1703,"Superweapon_AOEGuide Blueprint",0,0.01,0,1,"None",51000000.0000,0,2248,21606,"None",0
41390,1703,"Energy Neutralization Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21605,"None",0
41391,1703,"Target Illumination Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21609,"None",0
41392,1703,"Weapon Disruption Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21610,"None",0
41393,1703,"Stasis Webification Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21608,"None",0
41394,1703,"Warp Disruption Burst Projector Blueprint",0,0.01,0,1,"None",51000000.0000,1,2248,21611,"None",0
41395,651,"Superweapon_AOEECM Blueprint",0,0.01,0,1,"None",51000000.0000,0,1568,3299,"None",0
41396,1681,"Domination Dreadnought",1127500000,15500000,0,1,"None","None",0,"None","None",20900,21275
41397,1683,"Dark Blood Dreadnought",1237500000,18500000,0,1,"None","None",0,"None","None",20901,21277
41398,1685,"Dread Guristas Dreadnought",1320000000,16250000,0,1,"None","None",0,"None","None",20904,21279
41399,1687,"True Sansha's Dreadnought",1237500000,18500000,0,1,"None","None",0,"None","None",20902,21281
41400,1689,"Shadow Serpentis Dreadnought",1292500000,17550000,0,1,"None","None",0,"None","None",20903,21282
41401,1691,"Sentient Infested Carrier",1163250000,13095000,0,1,"None","None",0,"None","None",31,21284
41402,548,"Phobetor Warp Disrupt Probe",1,5,0,2,"None","None",0,1201,1721,"None",3018
41403,255,"Capital Autocannon Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41404,255,"Capital Artillery Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41405,255,"Capital Blaster Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41406,255,"Capital Railgun Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41407,255,"Capital Pulse Laser Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41408,255,"Capital Beam Laser Specialization",0,0.01,0,1,"None",30000000.0000,1,364,33,"None",0
41409,256,"XL Torpedo Specialization",0,0.01,0,1,"None",30000000.0000,1,373,33,"None",0
41410,256,"XL Cruise Missile Specialization",0,0.01,0,1,"None",30000000.0000,1,373,33,"None",0
41411,1706,"Networked Sensor Array",1000,4000,0,1,"None",30000000.0000,1,671,104,"None",0
41412,223,"Networked Sensor Array Blueprint",0,0.01,0,1,"None",60000000.0000,1,1581,104,"None",0
41413,408,"Hermes Compact Fighter Support Unit Blueprint",0,0.01,0,1,"None",55000000.0000,1,939,2987,"None",0
41414,407,"Hermes Compact Fighter Support Unit",200,4000,0,1,"None",15000000.0000,1,938,2987,"None",0
41415,407,"Fighter Support Unit II",200,4000,0,1,"None","None",1,938,2987,"None",0
41416,408,"Fighter Support Unit II Blueprint",0,0.01,0,1,"None","None",1,"None",2987,"None",0
41417,407,"Sentient Fighter Support Unit",200,2000,0,1,"None",15000000.0000,1,938,2987,"None",0
41418,408,"Sentient Fighter Support Unit Blueprint",0,0.01,0,1,"None",55000000.0000,1,"None",2987,"None",0
41419,1950,"Scorpion Valkyrie SKIN",0,0.01,0,1,1,"None",1,1965,"None","None",0
41420,1950,"Merlin Valkyrie SKIN",0,0.01,0,1,1,"None",1,2003,"None","None",0
41421,1950,"Moa Valkyrie SKIN",0,0.01,0,1,1,"None",1,1991,"None","None",0
41422,1693,"OLD M-Set LNS Materials Reclamation I",200,10,0,1,"None","None",0,2341,21602,"None",0
41423,1693,"OLD M-Set LNS Materials Reclamation II",200,10,0,1,"None","None",0,2341,21602,"None",0
41424,1694,"OLD M-Set I1 Materials Reclamation I",200,10,0,1,"None","None",0,2341,21602,"None",0
41425,1694,"OLD M-Set I1 Materials Reclamation II",200,10,0,1,"None","None",0,2341,21602,"None",0
41426,1695,"OLD M-Set I2 Materials Reclamation I",200,10,0,1,"None","None",0,2341,21602,"None",0
41427,1695,"OLD M-Set I2 Materials Reclamation II",200,10,0,1,"None","None",0,2341,21602,"None",0
41428,1696,"OLD L-Set Ice Grading Processor I",200,20,0,1,"None","None",0,2342,21602,"None",0
41429,1696,"OLD L-Set Ice Grading Processor II",200,20,0,1,"None","None",0,2342,21602,"None",0
41430,1709,"OLD M-Set LNS Materials Reclamation II Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41431,1709,"OLD M-Set I1 Materials Reclamation I Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41432,1709,"OLD M-Set I1 Materials Reclamation II Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41433,1709,"OLD M-Set I2 Materials Reclamation I Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41434,1709,"OLD M-Set I2 Materials Reclamation II Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41435,1709,"OLD L-Set Ice Grading Processor I Blueprint",0,0.01,0,1,"None",500000000.0000,0,"None",21602,"None",0
41436,1709,"OLD L-Set Ice Grading Processor II Blueprint",0,0.01,0,1,"None",500000000.0000,0,"None",21602,"None",0
41437,1709,"OLD M-Set LNS Materials Reclamation I Blueprint",0,0.01,0,1,"None",100000000.0000,0,"None",21602,"None",0
41438,651,"Gravitational Transportation Field Oscillator Blueprint",0,0.01,0,1,"None",500000000.0000,1,913,2934,"None",0
41439,588,"'Iron Pike' Kinetic Lance",100,8000,0,1,1,240947786.0000,1,2268,2934,"None",0
41440,588,"'Phalarica' Thermal Lance",100,8000,0,1,8,240947786.0000,1,2269,2934,"None",0
41441,588,"'Geiravor' Explosive Lance",100,8000,0,1,2,240947786.0000,1,2270,2934,"None",0
41442,588,"'Cold Wind' Kinetic Reaper",100,8000,0,1,1,240947786.0000,1,2268,2934,"None",0
41443,588,"'Guillotine' Thermal Reaper",100,8000,0,1,8,240947786.0000,1,2269,2934,"None",0
41444,588,"'Jormungandr' Explosive Reaper",100,8000,0,1,2,240947786.0000,1,2270,2934,"None",0
41445,651,"'Holy Destiny' Electromagnetic Lance Blueprint",0,0.01,0,1,4,300000000.0000,1,913,2934,"None",0
41446,651,"'Iron Pike' Kinetic Lance Blueprint",0,0.01,0,1,1,300000000.0000,1,913,2934,"None",0
41447,651,"'Phalarica' Thermal Lance Blueprint",0,0.01,0,1,8,300000000.0000,1,913,2934,"None",0
41448,651,"'Geiravor' Explosive Lance Blueprint",0,0.01,0,1,2,300000000.0000,1,913,2934,"None",0
41449,651,"'Cold Wind' Kinetic Reaper Blueprint",0,0.01,0,1,1,300000000.0000,1,913,2934,"None",0
41450,651,"'Guillotine' Thermal Reaper Blueprint",0,0.01,0,1,8,300000000.0000,1,913,2934,"None",0
41451,651,"'Jormungandr' Explosive Reaper Blueprint",0,0.01,0,1,2,300000000.0000,1,913,2934,"None",0
41452,651,"'Divine Harvest' Electromagnetic Reaper Blueprint",0,0.01,0,1,4,300000000.0000,1,913,2934,"None",0
41456,329,"CONCORD 25000mm Steel Plates",0,4000,0,1,"None","None",1,2240,79,"None",0
41457,329,"Dark Blood 25000mm Steel Plates",0,4000,0,1,"None","None",1,2240,79,"None",0
41458,329,"Shadow Serpentis 25000mm Steel Plates",0,4000,0,1,"None","None",1,2240,79,"None",0
41459,38,"CONCORD Capital Shield Extender",0,4000,0,1,"None","None",1,2241,1044,"None",0
41460,38,"True Sansha Capital Shield Extender",0,4000,0,1,"None","None",1,2241,1044,"None",0
41461,38,"Dread Guristas Capital Shield Extender",0,4000,0,1,"None","None",1,2241,1044,"None",0
41462,38,"Domination Capital Shield Extender",0,4000,0,1,"None","None",1,2241,1044,"None",0
41463,325,"Capital I-ax Enduring Remote Armor Repairer",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41464,325,"Capital Coaxial Compact Remote Armor Repairer",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41465,325,"Capital Solace Scoped Remote Armor Repairer",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41466,325,"Capital Remote Armor Repairer II",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41467,325,"Dark Blood Capital Remote Armor Repairer",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41468,325,"Shadow Serpentis Capital Remote Armor Repairer",20,4000,0,1,4,24200788.0000,1,1056,21426,"None",0
41469,41,"Capital Asymmetric Enduring Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41470,41,"Capital Murky Compact Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41471,41,"Capital S95a Scoped Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41472,41,"True Sansha Capital Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41473,41,"Dread Guristas Capital Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41474,41,"Domination Capital Remote Shield Booster",0,4000,0,1,4,24659510.0000,1,600,86,"None",0
41475,585,"Capital Remote Hull Repairer II",20,4000,0,1,4,13359116.0000,1,1063,21428,"None",0
41476,1698,"Small Ancillary Remote Armor Repairer",20,5,0.08,1,"None",4996.0000,1,1059,21426,"None",0
41477,1698,"Medium Ancillary Remote Armor Repairer",20,10,0.32,1,"None",12470.0000,1,1058,21426,"None",0
41478,1698,"Large Ancillary Remote Armor Repairer",20,25,0.64,1,"None",31244.0000,1,1057,21426,"None",0
41479,1698,"Capital Ancillary Remote Armor Repairer",20,4000,1.28,1,4,24200788.0000,1,1056,21426,"None",0
41480,1697,"Small Ancillary Remote Shield Booster",0,5,7,1,"None",4996.0000,1,603,86,"None",0
41481,1697,"Medium Ancillary Remote Shield Booster",0,10,14,1,"None",12470.0000,1,602,86,"None",0
41482,1697,"Large Ancillary Remote Shield Booster",0,25,42,1,"None",31244.0000,1,601,86,"None",0
41483,1697,"Capital Ancillary Remote Shield Booster",0,4000,900,1,4,24659510.0000,1,600,86,"None",0
41484,61,"Capital Cap Battery I",0,4000,0,1,"None","None",1,2242,89,"None",0
41485,61,"Capital Compact Pb-Acid Cap Battery",0,4000,0,1,"None","None",1,2242,89,"None",0
41486,61,"Capital Cap Battery II",0,4000,0,1,"None","None",1,2242,89,"None",0
41487,61,"Domination Capital Cap Battery",0,4000,0,1,"None","None",1,2242,89,"None",0
41488,61,"Dark Blood Capital Cap Battery",0,4000,0,1,"None","None",1,2242,89,"None",0
41489,87,"Cap Booster 3200",80,128,0,10,"None",50000.0000,1,139,1033,"None",0
41490,87,"Navy Cap Booster 3200",80,96,0,10,"None",50000.0000,1,139,1033,"None",0
41491,76,"Capital Capacitor Booster I",0,4000,512,1,1,70258.0000,1,2243,1031,"None",0
41492,76,"Capital F-RX Compact Capacitor Booster",0,4000,512,1,1,70258.0000,1,2243,1031,"None",0
41493,76,"Capital Capacitor Booster II",0,4000,640,1,1,70258.0000,1,2243,1031,"None",0
41494,76,"Dark Blood Capital Capacitor Booster",0,4000,640,1,1,70258.0000,1,2243,1031,"None",0
41495,76,"True Sansha Capital Capacitor Booster",0,4000,640,1,1,70258.0000,1,2243,1031,"None",0
41496,1194,"Test item",0,0.01,0,1,"None","None",0,1661,1143,"None",0
41498,62,"Capital I-a Enduring Armor Repairer",500,4000,0,1,4,"None",1,1052,80,"None",0
41499,62,"Capital ACM Compact Armor Repairer",500,4000,0,1,4,"None",1,1052,80,"None",0
41500,62,"Capital Armor Repairer II",500,4000,0,1,4,"None",1,1052,80,"None",0
41501,62,"Dark Blood Capital Armor Repairer",500,4000,0,1,4,"None",1,1052,80,"None",0
41502,62,"Shadow Serpentis Capital Armor Repairer",500,4000,0,1,4,"None",1,1052,80,"None",0
41503,1199,"Capital Ancillary Armor Repairer",500,4000,1.28,1,"None","None",1,1052,80,"None",0
41504,1156,"Capital Ancillary Shield Booster",0,4000,900,1,"None","None",1,778,10935,"None",0
41505,40,"Capital C-5L Compact Shield Booster",0,4000,0,1,4,"None",1,778,84,"None",0
41506,40,"Capital Clarity Ward Enduring Shield Booster",0,4000,0,1,4,"None",1,778,84,"None",0
41507,40,"Capital Shield Booster II",0,4000,0,1,4,"None",1,778,84,"None",0
41508,40,"True Sansha Capital Shield Booster",0,4000,0,1,4,"None",1,778,84,"None",0
41509,40,"Dread Guristas Capital Shield Booster",0,4000,0,1,4,"None",1,778,84,"None",0
41510,40,"Domination Capital Shield Booster",0,4000,0,1,4,"None",1,778,84,"None",0
41511,63,"Capital Hull Repairer I",1000,4000,0,1,"None","None",1,2244,21378,"None",0
41512,63,"Capital I-b Enduring Hull Repairer",1000,4000,0,1,"None","None",1,2244,21378,"None",0
41513,63,"Capital IEF Compact Hull Repairer",1000,4000,0,1,"None","None",1,2244,21378,"None",0
41514,63,"Capital Hull Repairer II",1000,4000,0,1,"None","None",1,2244,21378,"None",0
41515,1699,"Capital Flex Armor Hardener I",1,4000,1,1,"None","None",1,2245,10933,"None",0
41516,1700,"Capital Flex Shield Hardener I",10000,4000,1,1,"None",75000.0000,1,2246,81,"None",0
41517,1701,"Armor EM Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20944,"None",0
41518,1701,"Armor Thermal Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20946,"None",0
41519,1701,"Armor Kinetic Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20945,"None",0
41520,1701,"Armor Explosive Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20943,"None",0
41521,1702,"Shield EM Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20948,"None",0
41522,1702,"Shield Thermal Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20950,"None",0
41523,1702,"Shield Kinetic Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20949,"None",0
41524,1702,"Shield Explosive Resistance Script",1,1,0,1,"None",4000.0000,1,1094,20947,"None",0
41525,1699,"Capital Flex Armor Hardener II",1,4000,1,1,"None","None",1,2245,10933,"None",0
41526,1699,"Dark Blood Capital Flex Armor Hardener",1,4000,1,1,"None","None",1,2245,10933,"None",0
41527,1699,"Shadow Serpentis Capital Flex Armor Hardener",1,4000,1,1,"None","None",1,2245,10933,"None",0
41528,1700,"Capital Flex Shield Hardener II",10000,4000,1,1,"None",75000.0000,1,2246,81,"None",0
41529,1700,"True Sansha Capital Flex Shield Hardener",10000,4000,1,1,"None",75000.0000,1,2246,81,"None",0
41530,1700,"Dread Guristas Capital Flex Shield Hardener",10000,4000,1,1,"None",75000.0000,1,2246,81,"None",0
41531,1700,"Domination Capital Flex Shield Hardener",10000,4000,1,1,"None",75000.0000,1,2246,81,"None",0
41532,651,"Bosonic Field Generator Blueprint",0,0.01,0,1,"None",500000000.0000,1,913,2934,"None",0
41533,538,"Ligature Integrated Analyzer",0,5,0,1,"None",33264.0000,1,1718,21618,"None",0
41534,538,"Zeugma Integrated Analyzer",0,5,0,1,"None",33264.0000,1,1718,21618,"None",0
41535,917,"Ligature Integrated Analyzer Blueprint",0,0.01,0,1,"None",332640.0000,1,"None",21618,"None",0
41536,917,"Zeugma Integrated Analyzer Blueprint",0,0.01,0,1,"None",332640.0000,1,"None",21618,"None",0
41537,255,"Doomsday Rapid Firing",0,0.01,0,1,"None",250000000.0000,1,364,33,"None",0
41540,1704,"Gravitational Transportation Field Beacon",0,0,0,1,"None","None",0,"None","None",20234,21270
41548,90,"Micro Concussion Bomb",1000,10,0,20,"None",129920.0000,0,"None",3280,"None",20035
41549,90,"Micro Electron Bomb",1000,10,0,20,"None",129920.0000,0,"None",3278,"None",20036
41550,90,"Micro Scorch Bomb",1000,10,0,20,"None",129920.0000,0,"None",3281,"None",20037
41551,90,"Micro Shrapnel Bomb",1000,10,0,20,"None",129920.0000,0,"None",3279,"None",20110
41565,67,"Capital Radiative Scoped Remote Capacitor Transmitter",1000,4000,0,1,4,26773840.0000,1,910,1035,"None",0
41566,67,"Capital Inductive Compact Remote Capacitor Transmitter",1000,4000,0,1,4,26773840.0000,1,910,1035,"None",0
41567,12,"Hangar Container",10000,27500,0,1,"None","None",0,"None",16,"None",1176
41573,226,"Astrahus Citadel",0,0,0,1,"None","None",0,"None","None",20231,21137
41575,1083,'Women's "Mirelle" Upwell Executive Spectacles',0.5,0.1,0,1,"None","None",1,1408,21614,"None",0
41576,1083,'Men's "Mirelle" Upwell Executive Spectacles',0.5,0.5,0,1,"None","None",1,1408,21615,"None",0
41579,1950,"Capsule Upwell SKIN",0,0.01,0,1,16,"None",1,2285,"None","None",0
41580,1950,"Capsule Palatine SKIN",0,0.01,0,1,16,"None",1,2285,"None","None",0
41581,227,"Astrahus Lights On",0,1,0,1,"None","None",0,"None","None","None",21267
41582,1718,"Apostle Blueprint",0,0.01,0,1,"None",1000000000.0000,1,2263,"None","None",21252
41583,1718,"Minokawa Blueprint",0,0.01,0,1,"None",1000000000.0000,1,2264,"None","None",21254
41584,1718,"Ninazu Blueprint",0,0.01,0,1,"None",1000000000.0000,1,2265,"None","None",21255
41585,1718,"Lif Blueprint",0,0.01,0,1,"None",1000000000.0000,1,2266,"None","None",21256
41586,1950,"Omen Imperial Armaments SKIN",0,0.01,0,1,4,"None",1,1990,"None","None",0
41587,1950,"Oracle Imperial Armaments SKIN",0,0.01,0,1,4,"None",1,1956,"None","None",0
41588,1950,"Abaddon Imperial Armaments SKIN",0,0.01,0,1,4,"None",1,1964,"None","None",0
41589,494,"Decloaked Transmission Relay",100000,100000000,10000,1,64,"None",0,"None","None",20187,3567
41590,912,"Armor EM Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20944,"None",1131
41591,912,"Armor Thermal Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20946,"None",1131
41592,912,"Armor Kinetic Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20945,"None",1131
41593,912,"Armor Explosive Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20943,"None",1131
41594,912,"Shield EM Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20948,"None",1131
41595,912,"Shield Thermal Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20950,"None",1131
41596,912,"Shield Kinetic Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20949,"None",1131
41597,912,"Shield Explosive Resistance Script Blueprint",0,0.01,0,1,"None",5000000.0000,1,1105,20947,"None",1131
41598,169,"Cap Booster 3200 Blueprint",0,0.01,0,1,"None",20000000.0000,1,339,1033,"None",0
41599,118,"Capital Shield Extender I Blueprint",0,0.01,0,1,"None",9200000.0000,1,1549,1044,"None",0
41600,118,"Capital F-S9 Regolith Compact Shield Extender Blueprint",0,0.01,0,1,"None",18400000.0000,1,1549,1044,"None",0
41601,118,"Capital Azeotropic Restrained Shield Extender Blueprint",0,0.01,0,1,"None",18400000.0000,1,1549,1044,"None",0
41602,118,"Capital Shield Extender II Blueprint",0,0.01,0,1,"None","None",1,"None",1044,"None",0
41603,118,"CONCORD Capital Shield Extender Blueprint",0,0.01,0,1,"None","None",1,"None",1044,"None",0
41604,118,"True Sansha Capital Shield Extender Blueprint",0,0.01,0,1,"None","None",1,"None",1044,"None",0
41605,118,"Dread Guristas Capital Shield Extender Blueprint",0,0.01,0,1,"None","None",1,"None",1044,"None",0
41606,118,"Domination Capital Shield Extender Blueprint",0,0.01,0,1,"None","None",1,"None",1044,"None",0
41607,349,"25000mm Steel Plates I Blueprint",0,0.01,0,1,4,21742000.0000,1,1541,79,"None",0
41608,349,"25000mm Rolled Tungsten Compact Plates Blueprint",0,0.01,0,1,4,43484000.0000,1,1541,79,"None",0
41609,349,"25000mm Crystalline Carbonide Restrained Plates Blueprint",0,0.01,0,1,4,43484000.0000,1,1541,79,"None",0
41610,349,"25000mm Steel Plates II Blueprint",0,0.01,0,1,4,"None",1,"None",79,"None",0
41611,349,"CONCORD 25000mm Steel Plates Blueprint",0,0.01,0,1,4,"None",1,"None",79,"None",0
41612,349,"Dark Blood 25000mm Steel Plates Blueprint",0,0.01,0,1,4,"None",1,"None",79,"None",0
41613,349,"Shadow Serpentis 25000mm Steel Plates Blueprint",0,0.01,0,1,4,"None",1,"None",79,"None",0
41614,142,"Capital I-a Enduring Armor Repairer Blueprint",0,0.01,0,1,"None",94000000.0000,1,1536,80,"None",0
41615,142,"Capital ACM Compact Armor Repairer Blueprint",0,0.01,0,1,"None",94000000.0000,1,1536,80,"None",0
41616,142,"Capital Armor Repairer II Blueprint",0,0.01,0,1,"None","None",1,"None",80,"None",0
41618,142,"Dark Blood Capital Armor Repairer Blueprint",0,0.01,0,1,"None","None",1,"None",80,"None",0
41619,142,"Shadow Serpentis Capital Armor Repairer Blueprint",0,0.01,0,1,"None","None",1,"None",80,"None",0
41620,1200,"Capital Ancillary Armor Repairer Blueprint",0,0.01,0,1,"None",15000000.0000,1,"None",80,"None",0
41621,350,"Capital I-ax Enduring Remote Armor Repairer Blueprint",0,0.01,0,1,"None",49000000.0000,1,1539,21426,"None",0
41622,350,"Capital Coaxial Compact Remote Armor Repairer Blueprint",0,0.01,0,1,"None",49000000.0000,1,1539,21426,"None",0
41623,350,"Capital Remote Armor Repairer II Blueprint",0,0.01,0,1,"None","None",1,"None",21426,"None",0
41624,350,"Capital Solace Scoped Remote Armor Repairer Blueprint",0,0.01,0,1,"None",49000000.0000,1,1539,21426,"None",0
41625,350,"Dark Blood Capital Remote Armor Repairer Blueprint",0,0.01,0,1,"None","None",1,"None",21426,"None",0
41626,350,"Shadow Serpentis Capital Remote Armor Repairer Blueprint",0,0.01,0,1,"None","None",1,"None",21426,"None",0
41627,143,"Capital Hull Repairer I Blueprint",0,0.01,0,1,"None",9250000.0000,1,1537,21378,"None",0
41628,143,"Capital I-b Enduring Hull Repairer Blueprint",0,0.01,0,1,"None",18500000.0000,1,1537,21378,"None",0
41629,143,"Capital IEF Compact Hull Repairer Blueprint",0,0.01,0,1,"None",18500000.0000,1,1537,21378,"None",0
41630,143,"Capital Hull Repairer II Blueprint",0,0.01,0,1,"None","None",1,"None",21378,"None",0
41631,870,"Capital Remote Hull Repairer II Blueprint",0,0.01,0,1,"None","None",1,"None",21428,"None",0
41632,120,"Capital C-5L Compact Shield Booster Blueprint",0,0.01,0,1,"None",102000000.0000,1,1552,84,"None",0
41633,120,"Capital Clarity Ward Enduring Shield Booster Blueprint",0,0.01,0,1,"None",102000000.0000,1,1552,84,"None",0
41634,120,"Capital Shield Booster II Blueprint",0,0.01,0,1,"None","None",1,"None",84,"None",0
41635,120,"True Sansha Capital Shield Booster Blueprint",0,0.01,0,1,"None","None",1,"None",84,"None",0
41636,120,"Dread Guristas Capital Shield Booster Blueprint",0,0.01,0,1,"None","None",1,"None",84,"None",0
